Fighter,Division,Stance,top10_wins,elo_avg,elo_max,years_in_top10,years_champ,ko_percentage,win_percentage
Johnny Green,NA,NA,0.0161290322581,1200.85181267,1335.9128461,2,0,0.145161290323,0.548387096774
Gorilla Jones,Middleweight,Orthodox,0.0161290322581,1242.23398074,1392.57564366,6,0,0.344086021505,0.655913978495
Billy Alger,Welterweight,Orthodox,0.0160427807487,1212.35407622,1304.46198297,0,0,0.117647058824,0.433155080214
Perico Fernandez,Light Welterweight,Orthodox,0.015873015873,1222.14134297,1291.65785025,2,0,0.357142857143,0.642857142857
Young Peter Jackson,Lightweight,Orthodox,0.0158227848101,1212.88633715,1332.0138856,2,0,0.294303797468,0.5
Manuel Quintero,Welterweight,Southpaw,0.0157068062827,1250.04486097,1400.55549423,4,0,0.256544502618,0.727748691099
Johnny 'Bandit' Romero,Light Heavyweight,Southpaw,0.015625,1244.7324293,1307.44177401,0,0,0.4375,0.713541666667
Johnny Nelson,Cruiserweight,Southpaw,0.015306122449,1249.63165943,1431.28723137,8,0,0.209183673469,0.5
Jackie Brown,Flyweight,Orthodox,0.0150943396226,1254.07154915,1430.73251948,5,0,0.249056603774,0.664150943396
Charley Salas,NA,NA,0.015,1240.93478191,1452.919355,1,0,0.24,0.675
Eddie Chambers,Heavyweight,Orthodox,0.0147058823529,1225.76251077,1362.48538598,3,0,0.220588235294,0.536764705882
Manuel Villa I,NA,NA,0.0144927536232,1261.4388312,1364.20801722,0,0,0.130434782609,0.536231884058
Henry Hall,Heavyweight,Orthodox,0.0144230769231,1243.81282465,1375.69883343,1,0,0.201923076923,0.5625
Paddy Ryan,Super Middleweight,Southpaw,0.0138248847926,1230.71667255,1400.79534467,5,0,0.170506912442,0.599078341014
Lefty LaChance,Featherweight,Southpaw,0.0138248847926,1235.28470443,1348.66370258,0,0,0.161290322581,0.645161290323
Jose Gonzalez,NA,NA,0.0137741046832,1238.40480975,1383.59714408,0,0,0.162534435262,0.523415977961
Jock McAvoy,NA,NA,0.013698630137,1396.02763656,1555.39701261,6,0,0.582191780822,0.897260273973
Johnny McCoy,Flyweight,Orthodox,0.013698630137,1237.40595215,1354.68739238,2,0,0.100456621005,0.520547945205
Henry Firpo,NA,NA,0.0136054421769,1241.66135603,1359.66777379,0,0,0.108843537415,0.578231292517
Kid Socks,Flyweight,Orthodox,0.0135746606335,1225.64098837,1384.84659079,0,0,0.10407239819,0.493212669683
Paul Doyle,NA,NA,0.0131578947368,1217.10620224,1312.60613908,0,0,0.197368421053,0.578947368421
Young Terry,NA,NA,0.0126262626263,1214.81798971,1367.12166197,2,0,0.146464646465,0.5
Petey Hayes,NA,NA,0.0125786163522,1255.73269332,1368.12985369,3,0,0.194968553459,0.685534591195
Jimmy Walsh,NA,NA,0.0123966942149,1240.94446664,1340.68819881,1,0,0.144628099174,0.582644628099
Johnny Lamar,NA,NA,0.0122699386503,1215.60210752,1413.13500835,1,0,0.0736196319018,0.60736196319
Jose Jimenez,Featherweight,Orthodox,0.0119760479042,1200.40494681,1293.42779915,1,0,0.209580838323,0.437125748503
Terry Young,Lightweight,Orthodox,0.0118343195266,1219.85317633,1317.68819678,1,0,0.195266272189,0.508875739645
Benny Schwartz,NA,NA,0.0108695652174,1213.15525856,1300.7184054,1,0,0.0815217391304,0.614130434783
Harry 'Kid' Brown,Light Welterweight,Orthodox,0.0108695652174,1233.95626736,1417.04282685,0,0,0.0978260869565,0.635869565217
Tommy O'Brien,NA,NA,0.010752688172,1207.93224743,1299.76345686,1,0,0.164874551971,0.494623655914
Harry Mason,NA,NA,0.0106382978723,1237.64707543,1388.18502732,0,0,0.117021276596,0.63475177305
Al McCoy,Middleweight,Southpaw,0.010593220339,1221.98582054,1370.76342162,2,0,0.220338983051,0.540254237288
Fred Galiana,Welterweight,Orthodox,0.010582010582,1260.80378047,1372.51625006,1,0,0.402116402116,0.809523809524
Carl Guggino,NA,NA,0.0105263157895,1266.66802649,1404.62340054,0,0,0.0368421052632,0.605263157895
Johnny King,NA,NA,0.0102040816327,1234.25003004,1355.06673353,4,0,0.209183673469,0.579081632653
Harry Hill,NA,NA,0.00990099009901,1199.65897307,1272.17769501,0,0,0.148514851485,0.470297029703
Billy Shaw,NA,NA,0.00980392156863,1207.56669722,1306.21746517,0,0,0.0849673202614,0.366013071895
Tommy White,NA,NA,0.008356545961,1233.9165392,1386.1932098,0,0,0.214484679666,0.610027855153
Willie Smith,Bantamweight,Orthodox,0.0078125,1196.12146379,1343.26182596,1,0,0.0859375,0.375
Harry Smith,NA,NA,0.00557103064067,1220.2416301,1333.49926006,3,0,0.242339832869,0.518105849582
Bobby Jones,Light Middleweight,Orthodox,0.00515463917526,1211.43266831,1348.92656106,2,0,0.208762886598,0.453608247423
Tommy Jones,Welterweight,Southpaw,0.0047619047619,1220.79149702,1388.37760346,0,0,0.207936507937,0.519047619048
